Query_81563,TRY75264.1,60.843,332,116,4,1,330,224,543,1.58e-128,385,77.11
Query_81563,KAF2354193.1,58.735,332,122,5,1,330,694,1012,1.44e-111,354,72.59
Query_81563,QVD39181.1,53.916,332,136,5,1,330,77,393,1.82e-108,329,70.78
Query_81563,KAG7156541.1,54.985,331,135,4,1,330,218,535,1.96e-108,333,71.00
Query_81563,MCL4129876.1,58.333,324,125,5,9,330,3,318,2.81e-107,323,72.84
Query_81563,ROT75079.1,57.229,332,127,6,1,330,149,467,4.84e-106,325,71.99
Query_81563,KAG1663790.1,55.589,331,132,5,1,330,207,523,5.40e-106,327,69.79
Query_81563,KAG1694104.1,54.848,330,132,4,3,330,667,981,3.98e-105,336,69.70
Query_81563,KAG1663789.1,53.666,341,133,5,1,330,214,540,1.83e-102,318,66.57
Query_81563,KAG1694103.1,53.529,340,131,6,3,330,667,991,6.41e-102,328,67.94
Query_81563,KAG1694105.1,55.589,331,132,5,1,330,658,974,6.65e-102,327,69.49
Query_81563,KAG8223872.1,50.729,343,153,5,1,329,129,469,1.01e-101,314,67.64
Query_81563,CAD7413317.1,49.699,332,151,5,1,330,1,318,7.59e-101,306,68.98
Query_81563,GFG28126.1,53.453,333,137,6,1,330,132,449,8.12e-100,309,67.87
Query_81563,ODN02785.1,52.083,336,142,7,1,330,146,468,6.71e-99,308,67.86
Query_81563,GFG39584.1,52.239,335,141,6,1,330,156,476,3.02e-98,305,71.34
Query_81563,CAD7578322.1,49.096,332,153,5,1,330,54,371,4.05e-98,301,68.67
Query_81563,CAD7249112.1,50.153,327,145,5,2,324,172,484,1.90e-97,305,68.20
Query_81563,KDR19311.1,51.652,333,143,6,1,330,206,523,4.39e-97,304,68.77
Query_81563,CAD7247776.1,50.301,332,151,4,1,330,170,489,5.53e-96,301,66.87
Query_81563,CAD7456214.1,49.699,332,151,5,1,330,137,454,6.01e-96,298,67.77
Query_81563,KAF0289584.1,58.133,332,124,4,1,330,237,555,1.41e-93,296,71.99
Query_81563,RXG52054.1,52.280,329,116,5,1,327,265,554,9.94e-93,293,65.65
Query_81563,KAF4525946.1,51.351,333,142,5,2,330,174,490,5.21e-92,289,68.17
Query_81563,KAA0203922.1,56.522,276,107,4,1,265,70,343,9.04e-92,283,70.65
Query_81563,CAD7241908.1,48.503,334,154,5,1,330,173,492,3.99e-91,288,65.57
Query_81563,KAJ4436481.1,46.505,329,160,6,4,330,280,594,5.47e-91,291,69.60
Query_81563,PNF20946.1,52.711,332,141,4,1,330,193,510,6.53e-91,288,66.57
Query_81563,KAI5704273.1,46.866,335,171,5,1,330,159,491,1.11e-90,286,65.37
Query_81563,PNF40993.1,47.416,329,157,7,4,330,290,604,3.26e-90,289,68.69
Query_81563,CAD7274489.1,47.289,332,160,5,1,330,160,478,6.60e-90,284,65.96
Query_81563,KAI5704272.1,46.866,335,171,5,1,330,192,524,7.22e-90,285,65.37
Query_81563,CAB3359964.1,50.000,332,152,4,2,330,114,434,1.55e-89,281,67.17
Query_81563,KAI5736882.1,46.108,334,175,4,1,330,192,524,1.90e-89,284,64.67
Query_81563,KAG0726903.1,51.964,331,118,5,1,330,231,521,9.56e-89,282,66.16
Query_81563,PSN35039.1,45.833,360,150,7,1,330,51,395,2.26e-88,278,62.22
Query_81563,KAI5742064.1,46.084,332,165,5,1,330,200,519,3.60e-88,280,65.06
Query_81563,CAD7622824.1,47.576,330,158,4,1,330,378,692,5.56e-88,285,65.45
Query_81563,KAI5704627.1,45.783,332,166,5,1,330,191,510,1.42e-87,278,65.06
Query_81563,QVD39182.1,48.943,331,156,4,1,330,19,337,1.90e-87,273,66.16
Query_81563,KAG1663791.1,50.585,342,143,9,1,330,214,541,2.63e-87,279,65.50
Query_81563,MCL4150668.1,51.051,333,150,6,1,330,56,378,2.89e-86,271,66.97
Query_81563,KDR15092.1,45.289,329,165,5,4,330,210,525,4.65e-86,276,67.48
Query_81563,CAH0381819.1,46.269,335,161,6,1,330,198,518,4.83e-86,275,63.88
Query_81563,KFM61102.1,48.328,329,155,7,4,330,157,472,1.30e-85,274,65.35
Query_81563,KAJ1530432.1,47.605,334,158,6,1,329,190,511,1.66e-85,274,66.17
Query_81563,CAD7457801.1,45.619,331,163,5,2,330,315,630,1.67e-85,277,65.56


