Query_97013,QVD39181.1,42.400,375,189,4,303,651,50,423,1.66e-87,290,60.80
Query_97013,TRY75264.1,44.126,349,176,1,303,632,197,545,8.08e-87,293,61.89
Query_97013,KAF2354193.1,44.751,362,180,3,290,632,654,1014,8.78e-87,304,62.98
Query_97013,GFN98310.1,43.158,380,193,4,294,655,142,516,3.16e-85,288,60.53
Query_97013,CAG5128447.1,42.778,360,187,3,291,632,158,516,2.25e-84,286,61.39
Query_97013,KAG7156541.1,41.689,379,202,2,291,651,179,556,2.33e-84,286,58.84
Query_97013,KAI8745152.1,46.132,349,167,4,303,632,147,493,2.75e-84,285,63.32
Query_97013,KAG1663790.1,40.650,369,201,2,291,642,168,535,1.37e-83,284,59.62
Query_97013,KAG5713906.1,42.818,362,184,4,291,632,47,405,1.38e-83,283,60.77
Query_97013,KAI5736882.1,42.857,371,180,3,304,642,166,536,1.93e-83,284,58.49
Query_97013,OWF37825.1,42.532,395,208,3,280,656,156,549,2.33e-83,283,59.75
Query_97013,KAI5704272.1,42.857,371,180,3,304,642,166,536,1.11e-82,282,58.22
Query_97013,KAI5704273.1,42.857,371,180,3,304,642,133,503,1.91e-82,280,58.22
Query_97013,PVD38526.1,43.251,363,181,4,291,632,146,504,1.48e-81,281,60.88
Query_97013,KAG1694105.1,40.650,369,201,2,291,642,619,986,2.13e-81,288,59.62
Query_97013,KAG1694104.1,40.650,369,201,2,291,642,626,993,2.39e-81,288,59.62
Query_97013,CAD7578322.1,42.614,352,183,3,299,632,23,373,2.68e-81,273,60.80
Query_97013,KAH9519772.1,43.490,384,197,4,291,655,49,431,7.95e-81,273,60.94
Query_97013,ODN02785.1,40.050,402,216,5,280,659,98,496,9.24e-81,276,56.97
Query_97013,ESO89178.1,45.665,346,166,3,304,632,138,478,2.37e-80,275,58.96
Query_97013,CAH1388393.1,42.971,377,194,3,303,659,168,543,4.02e-80,275,60.48
Query_97013,KAG1663789.1,39.842,379,200,4,291,642,175,552,4.31e-80,275,58.31
Query_97013,CAG2239237.1,42.614,352,180,5,280,612,56,404,1.27e-78,268,59.38
Query_97013,RXG52054.1,43.750,336,179,3,291,625,226,552,1.35e-78,271,62.80
Query_97013,CAD7456214.1,42.197,346,181,3,305,632,112,456,1.73e-78,268,60.69
Query_97013,CAE1272954.1,43.094,362,183,4,291,632,158,516,2.97e-78,270,59.12
Query_97013,KAG1694103.1,39.842,379,200,4,291,642,626,1003,2.98e-78,280,58.31
Query_97013,ROT75079.1,43.137,357,183,3,295,632,114,469,2.25e-77,266,60.50
Query_97013,GFG39584.1,44.225,355,178,2,298,632,124,478,4.20e-77,265,60.56
Query_97013,VDI61892.1,42.614,352,180,5,280,612,161,509,1.48e-76,266,59.38
Query_97013,VDI61893.1,42.614,352,180,5,280,612,138,486,2.55e-76,265,59.38
Query_97013,ESP00110.1,39.776,357,196,2,294,632,97,452,5.60e-76,261,58.54
Query_97013,ESP00109.1,42.373,354,191,3,291,632,90,442,6.35e-76,262,61.58
Query_97013,GFR63527.1,44.380,347,174,3,304,632,158,503,2.01e-75,263,61.96
