Query_593561,GAU88122.1,40.934,364,212,3,216,577,115,477,1.77e-84,269,61.26
Query_593561,OQV21679.1,41.644,365,209,3,216,577,258,621,4.34e-82,266,61.92
Query_593561,GAU88015.1,40.456,351,206,3,219,566,120,470,5.84e-75,245,61.54
Query_593561,OWA52319.1,40.331,362,213,3,219,577,121,482,2.15e-73,240,59.12
Query_593561,OQV23204.1,36.901,355,214,2,219,564,210,563,3.64e-73,242,59.15
Query_593561,GAV01214.1,34.584,373,232,4,216,577,198,569,4.66e-59,204,55.50
Query_593561,GAU92661.1,35.294,357,228,3,220,574,166,521,7.79e-58,201,56.58
Query_593561,OQV26214.1,32.507,363,237,5,220,577,234,593,1.95e-53,190,55.37
Query_593561,GAV01898.1,34.454,357,231,3,220,574,165,520,2.86e-52,185,54.90
Query_593561,OQV23203.1,33.333,249,151,2,330,564,223,470,1.16e-38,147,56.22
Query_593561,OQV23203.1,37.681,69,43,0,216,284,152,220,0.003,41.8,49.28
Query_593561,NP_509724.1,26.571,350,253,3,222,570,117,463,2.00e-31,127,49.14
Query_593561,NP_507130.2,27.557,352,251,3,220,570,106,454,1.42e-28,119,49.43
Query_593561,NP_509723.2,26.115,314,218,6,267,574,166,471,4.55e-26,112,51.59
Query_593561,GAV01215.1,32.576,132,89,0,216,347,198,329,9.09e-15,76.4,57.58
Query_593561,GAV01897.1,32.031,128,87,0,220,347,274,401,2.78e-12,69.9,56.25


